barcode01	batch1	520 
barcode02	batch1	520
barcode03	batch1	520
barcode04	batch1	520
barcode05	batch1	520
barcode06	batch1	520
barcode07	batch1	520
barcode08	batch1	520
barcode09	batch1	520
barcode10	batch1	520
barcode11	batch1	520
barcode12	batch1	520
barcode13	batch1	520
barcode14	batch1	520
barcode15	batch1	520
barcode16	batch1	520
barcode17	batch1	520
barcode18	batch1	520
barcode19	batch1	520
barcode20	batch1	520
barcode21	batch1	520
barcode22	batch1	520
barcode23	batch1	520
barcode24	batch1	520
